FULL_NAME,SSAN,AGE,GRADE,DEROS,ASSIGNED_PAS,HOME_ZIP_CODE,SUPV_NAME,DUTY_TITLE,DUTY_START_DATE,DAFSC,CAFSC,PAFSC,OFFICE_SYMBOL,DOR,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,ETS,HOME_ADDRESS,HOME_CITY,HOME_STATE,DATE_OF_BIRTH,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,LAST_EVAL_CLOSE_DATE,SUPV_BEGIN_DATE,HOME_PHONE_NUMBER
Andie Elston,702-27-6431,35,AMN,8/4/21,OP1CF333,34643,Devora Tinklin,Administrative Assistant III,3/4/17,-3D052,,,DOM,3/30/17,1/11/13,727-554-4288,1/26/10,6/11/18,11/2/19,1/1/21,3 Bartelt Junction,Largo,Florida,9/8/90,,S,5/28/21,,,3/13/12,239-195-4044
Emelita Minister,175-90-0447,27,TSG,,OP1CFR72,95833,Teddie Eddowes,VP Sales,11/13/17,-3D052,,,DOOE,12/5/11,4/29/12,916-875-4473,9/22/05,9/15/18,6/22/24,8/24/24,2995 Sunfield Circle,Sacramento,California,9/11/80,,S,7/20/20,,,2/2/12,408-402-8918
Woodie Jon,451-28-2141,10,SSG,,OP1CFS14,20062,Woodrow Standall,Statistician III,12/7/17,-3D072,,,DOA-F,9/30/09,7/29/12,202-629-6915,3/25/02,7/18/18,3/23/25,9/5/20,2797 Artisan Crossing,Washington,District of Columbia,11/18/61,,S,,,,3/5/15,314-647-4226
Jacquenetta McReynold,721-67-9744,5,SRA,,OP1CFNY2,24515,Kerwin Moorcroft,Analog Circuit Design manager,4/17/16,-1N371H,,,ART,10/20/11,7/26/18,434-692-2174,10/22/13,10/8/18,10/20/20,9/26/20,44 Melrose Lane,Lynchburg,Virginia,8/27/78,,M,,,,9/10/18,716-105-0213
Feodora Botting,511-70-3876,3,SSG,6/27/22,OP1CFNY2,32526,Che Ellwand,Account Executive,3/13/17,-1N471B,,,ART,2/10/18,1/26/18,850-331-9809,10/14/09,3/28/18,7/8/22,8/23/21,02 Sherman Hill,Pensacola,Florida,9/18/59,,M,,,,11/9/07,619-429-8476
Harriott Upcott,800-26-3545,27,MSG,,OP1CFS14,50347,Veradis Thaxter,Teacher,4/20/17,-8H000,,,SCOO,8/3/12,6/3/18,515-417-2977,6/21/00,9/17/18,4/9/20,7/20/20,0930 Meadow Ridge Hill,Des Moines,Iowa,1/12/70,,M,,,,1/22/06,205-505-7283
Kira Arpino,467-89-8518,6,SSG,3/11/21,OP1CF333,31196,Shaw Spehr,Technical Writer,8/17/17,-1N131A,,,SCXL,10/20/18,3/29/16,404-478-9507,3/2/13,12/11/17,6/4/23,2/27/19,3 Commercial Crossing,Atlanta,Georgia,4/13/63,,M,,,,4/7/08,847-967-7906
Colet Tanton,105-75-0777,18,A1C,,OP1CFT2N,90035,Bobbe Sloane,Cost Accountant,6/11/18,-1N051,,,SCOI,6/10/09,10/11/16,310-408-4252,4/22/99,9/29/18,9/6/25,3/31/23,978 Sunnyside Point,Los Angeles,California,2/1/54,,M,,,,5/6/07,202-472-8429
Cam Dansey,590-26-5258,31,MSG,,OP1CFNY2,79452,Evangelia Albarez,Environmental Specialist,6/6/18,-8H000,,,IN,1/13/10,9/15/16,806-589-2681,7/4/04,6/17/18,12/14/21,7/15/25,1771 Mallory Drive,Lubbock,Texas,9/11/58,,S,7/15/20,,,3/19/18,517-377-7861
Bartolomeo Newe,402-59-4477,16,MSG,,OP1CFR72,73129,Andrei Sigert,Assistant Professor,6/17/17,-2T25,,,CCC,5/22/13,6/5/14,405-431-2848,4/12/00,4/14/18,7/9/19,10/16/25,738 Myrtle Plaza,Oklahoma City,Oklahoma,3/1/78,,S,,,,3/18/17,530-109-4022
Adi Harlick,896-99-7453,27,SMS,,OP1CF333,19805,Alisha Gridley,Account Representative II,9/7/16,-3D072,,,GS,5/5/13,1/12/16,302-248-3531,8/6/08,4/8/18,11/21/23,5/11/19,62286 Independence Street,Wilmington,Delaware,7/14/57,,M,,,,7/31/16,410-928-3309
Lydie Dulinty,304-31-4211,19,TSG,,OP1CFNY2,80161,Barry Hutchinges,Community Outreach Specialist,7/22/18,-3D133,,,TSD,10/2/08,5/8/14,720-311-5423,2/2/98,12/28/17,6/17/21,1/30/23,7797 Killdeer Drive,Littleton,Colorado,12/31/79,,S,,,,3/29/12,513-811-1652
Helen Minot,556-74-7611,35,SMS,7/31/22,OP1CF333,98133,Kip Wheble,Account Coordinator,12/19/16,-3A151,,,IMOC,6/8/09,7/10/14,425-867-3009,4/17/14,7/22/18,8/15/22,8/21/24,20182 Blaine Alley,Seattle,Washington,8/18/68,,S,,,,9/16/13,310-991-0034
Libbi Natte,154-55-1190,16,A1C,,OP1CFT2N,74116,Benedetta Kew,Senior Financial Analyst,4/23/16,-3D152,,,IN,2/11/14,4/13/13,918-692-5441,1/31/03,3/7/18,1/8/22,5/7/19,6386 Kingsford Street,Tulsa,Oklahoma,1/25/53,,M,,,,10/25/12,972-530-0580
Marni Maidlow,225-99-7844,23,MSG,8/6/19,OP1CF333,33763,Fidela Endean,Quality Control Specialist,2/9/18,-3S071,,,TSD,12/15/16,3/24/18,727-636-1379,3/2/99,6/20/18,2/13/22,11/24/21,98 Warner Street,Clearwater,Florida,7/27/63,,M,,,,1/19/18,917-962-7482
Hedwig Clawe,782-77-9422,2,AMN,10/23/20,OP1CFS14,37939,Winny Sibbald,Engineer II,7/26/18,-3D072,,,SCOT,8/20/17,9/9/15,865-911-2756,10/19/14,2/7/18,5/31/20,11/3/23,74884 Declaration Crossing,Knoxville,Tennessee,1/18/84,,S,,,,9/14/13,336-333-9580
Rora Napoleon,508-70-7706,27,CMS,12/16/19,OP1CFS14,55458,Regina Utridge,Associate Professor,8/16/16,-2T25,,,DOOE,12/25/14,12/7/12,612-225-1599,9/26/15,6/28/18,2/27/21,7/10/25,37 Orin Avenue,Minneapolis,Minnesota,12/30/85,,M,,,,8/29/14,254-870-2311
Filberte Rhymer,657-81-3476,17,SRA,,OP1CFT2N,60193,Emlynne Toft,Nuclear Power Engineer,7/9/17,-3A151,,,IMOC,10/7/16,6/19/13,708-490-6417,6/16/14,3/16/18,1/13/19,8/4/21,4008 Clove Park,Schaumburg,Illinois,10/17/71,,M,,,,10/1/15,434-757-8846
Cheston Ilyasov,142-02-3430,26,SRA,,OP1CFNY2,21684,Anna Arling,Database Administrator II,10/3/16,-1N271A,,,SCOO,4/5/08,1/10/12,410-926-7099,4/8/07,11/12/18,8/13/22,1/22/22,7 Union Parkway,Ridgely,Maryland,5/17/63,,M,,,,2/3/15,763-979-4015
Rafaelia Margetson,212-87-6465,37,TSG,,OP1CF333,97240,Davy Geggie,Associate Professor,5/4/16,-3D152,,,DOA-F,9/20/13,7/22/18,971-813-0177,2/4/97,9/30/18,4/3/21,9/1/23,18 Brentwood Crossing,Portland,Oregon,1/15/98,,S,2/23/19,,,5/19/13,360-462-2053
Lucia Woodvine,804-25-0183,13,SSG,10/19/19,OP1CFNY2,62711,Sibby Buey,Electrical Engineer,12/21/17,-1N131A,,,DOML,3/25/10,8/19/18,217-332-8310,10/30/08,1/27/18,7/13/25,5/24/21,20106 Melrose Court,Springfield,Illinois,2/14/93,,M,,,,2/1/12,989-566-7034
Cristiano Hrachovec,866-46-1015,14,A1C,1/28/20,OP1CF333,80255,Bobina Fonzone,Help Desk Operator,8/10/16,-3D131,,,DOM,11/13/08,11/5/14,303-429-9591,8/9/02,11/5/18,10/7/24,5/27/24,1822 Jana Hill,Denver,Colorado,9/29/67,,M,,,,7/29/15,208-997-2034
Quinta McReynolds,563-93-0304,22,SMS,,OP1CFS14,25336,Pierrette Layburn,Actuary,10/16/16,-3A151,,,STU,6/25/14,10/28/12,304-728-4701,4/19/16,2/12/18,12/14/22,9/18/24,5 Rusk Drive,Charleston,West Virginia,3/17/61,,M,,,,2/17/13,832-583-3268
Jacklin Baldelli,829-81-0495,18,AMN,3/22/22,OP1CFR72,34282,Dorothee Legonidec,Nurse Practicioner,9/28/17,-3D172,,,ART,7/26/06,1/1/13,941-877-4328,2/13/07,8/15/18,10/29/23,6/18/25,13 Schmedeman Plaza,Bradenton,Florida,10/7/92,,S,,,,10/11/07,202-301-5584
Thorvald Leathem,400-15-8465,13,A1C,,OP1CFT2N,73129,Max Reast,Pharmacist,5/22/17,-1N371H,,,ART,1/30/09,9/2/13,405-362-9442,1/9/09,1/12/18,10/20/19,12/18/24,81 Crest Line Crossing,Oklahoma City,Oklahoma,5/7/59,,M,,,,7/28/07,314-229-7478
Ardys Martinyuk,215-38-3187,33,SMS,,OP1CF333,91406,Roselle Bladon,Assistant Media Planner,12/26/16,-1N051,,,STU,4/22/10,8/2/17,626-449-4797,4/3/08,11/16/18,5/1/24,11/15/25,318 Lunder Place,Van Nuys,California,1/30/78,,M,12/19/20,,,9/8/07,609-874-0697
Fredericka Bernat,588-75-8737,27,SRA,9/2/20,OP1CFS14,98481,Had Puden,Internal Auditor,7/31/17,-1N051,,,CCE,6/14/15,1/16/13,253-612-4525,6/7/97,8/25/18,9/17/23,9/15/22,61 Cascade Alley,Tacoma,Washington,4/11/97,,M,10/7/21,,,6/22/10,202-398-0128
Kristo Ridsdell,845-19-6043,15,SRA,12/18/20,OP1CF333,27409,Mitch Slipper,Librarian,9/27/17,-1N131A,,,SLK,6/15/15,6/28/16,336-634-8040,9/8/99,3/22/18,4/17/21,6/28/19,39819 Orin Pass,Greensboro,North Carolina,1/9/64,,S,,,,9/29/13,919-947-7493
Kerrin Cogin,373-66-7851,12,MSG,8/28/19,OP1CFNY2,65810,Emeline Snead,Database Administrator II,9/16/16,-1N131A,,,CCE,7/23/15,5/1/16,417-853-1919,2/9/03,12/20/17,11/2/20,5/8/23,9661 Milwaukee Avenue,Springfield,Missouri,8/4/66,,M,,,,11/10/16,701-135-8053
Emyle Blewis,489-04-2084,21,SMS,12/5/19,OP1CFT2N,63136,Lauralee Nollet,Research Assistant I,7/23/17,-1N271A,,,DOOE,5/18/17,6/21/18,314-298-2957,12/14/06,3/26/18,6/8/25,9/3/23,64 Troy Court,Saint Louis,Missouri,6/17/91,,S,,,,1/27/13,502-747-1650
Julieta Guilloux,243-77-4621,5,MSG,,OP1CF333,10039,Eloise Goldney,Civil Engineer,1/19/17,-2T25,,,SCOK,10/9/17,6/2/18,212-699-5893,2/10/13,3/23/18,2/14/25,3/10/21,45601 Northport Plaza,New York City,New York,11/17/58,,S,,,,11/8/09,303-546-3795
Richardo Wyllcock,898-92-3883,19,SSG,9/9/22,OP1CFT2N,39305,Dotti Collinson,Systems Administrator I,6/18/16,-3D131,,,DOM,8/21/17,5/24/15,601-980-8152,5/26/97,5/16/18,4/17/19,6/29/19,40501 Kingsford Crossing,Meridian,Mississippi,6/5/53,,S,,,,1/2/08,209-452-3770
Padraig Elder,220-75-0493,20,SMS,,OP1CFNY2,20337,Gwynne Lynnett,VP Marketing,4/5/18,-3D152,,,DOA-F,5/16/06,12/5/15,202-787-3986,11/10/98,12/10/17,10/7/21,7/21/21,47 Blackbird Street,Washington,District of Columbia,1/12/87,,S,,,,6/27/07,321-577-1874
Arlen Constant,370-81-8624,15,SMS,,OP1CF333,98447,Mead McCumesky,Recruiter,10/24/17,-1N271A,,,SCOT,3/7/10,5/19/16,253-781-2509,5/10/16,5/14/18,6/9/19,8/28/19,42 Vidon Road,Tacoma,Washington,11/10/97,,M,7/10/19,,,12/13/10,405-815-7850
Flo Cumberledge,580-17-5861,37,MSG,,OP1CF333,48098,Abigail Davidov,Payment Adjustment Coordinator,12/2/16,-3D133,,,CCE,10/28/16,10/12/17,248-968-6602,9/13/08,10/9/18,12/17/23,12/7/24,38 Melvin Park,Troy,Michigan,10/6/88,,S,,,,3/31/16,775-137-3325
Chauncey Karpeev,539-83-2925,14,SRA,,OP1CFS14,40591,Archy Longhorne,Programmer I,8/25/18,-3D052,,,IN,8/13/16,4/24/13,859-243-7492,8/6/09,6/11/18,11/17/19,12/31/21,3334 Shasta Parkway,Lexington,Kentucky,2/3/61,,M,,,,9/24/16,319-952-2072
Carmelia McElwee,220-97-2203,21,A1C,,OP1CFT2N,80951,Albertina Ferrers,Media Manager II,6/30/16,-1N271A,,,STU,5/28/11,6/30/12,719-400-6700,7/2/12,3/23/18,10/8/24,11/26/21,83 Banding Hill,Colorado Springs,Colorado,9/3/94,,S,3/4/20,,,5/14/09,812-414-9048
Kelby Oakenfull,552-64-8443,29,SRA,,OP1CF333,23242,Nessie Iacovazzi,Actuary,1/6/18,-1N471B,,,SCOO,8/8/11,8/2/15,804-741-3461,8/14/98,2/3/18,2/5/19,6/4/24,21806 Bluejay Terrace,Richmond,Virginia,7/11/75,,S,,,,12/24/09,619-855-6572
Ravi Dolby,838-12-2432,33,SMS,2/9/19,OP1CFNY2,37405,Nikoletta Burgin,VP Product Management,9/9/18,-1N051,,,DOM,5/28/12,2/25/12,423-701-5563,12/18/07,6/20/18,6/19/19,3/28/22,5265 Hallows Alley,Chattanooga,Tennessee,1/6/64,,S,,,,9/19/18,916-690-9850
Rhiamon Hunnywell,832-40-5989,16,SMS,,OP1CFT2N,10079,Wolf Birley,VP Sales,4/17/17,-3A151,,,DOO,2/22/17,7/30/15,212-789-0609,2/4/02,11/30/18,4/26/19,7/23/25,02 Lakewood Terrace,New York City,New York,3/27/98,,S,,,,5/17/12,614-838-7424
Lida Cuttin,152-07-1963,9,SMS,,OP1CF333,25716,Amanda McGannon,Compensation Analyst,9/16/16,-8H000,,,SCXP,3/3/09,10/13/17,304-711-2961,6/19/98,10/21/18,9/18/22,1/3/24,2 Dawn Crossing,Huntington,West Virginia,11/23/90,,S,,,,10/3/11,847-540-6381
Chane Cloute,180-74-6685,16,TSG,,OP1CFS14,93381,Maighdiln Culross,Desktop Support Technician,11/12/16,-8H000,,,CSS,9/12/14,4/20/14,661-835-2415,8/4/97,5/29/18,7/25/22,10/17/20,73 Fallview Plaza,Bakersfield,California,7/24/93,,S,10/3/21,,,9/25/17,863-903-5752
Philippe Maliphant,153-67-8174,36,AMN,5/2/21,OP1CFNY2,99507,Rochette Woehler,Staff Scientist,7/16/18,-3A151,,,DOOE,11/30/07,8/21/17,907-107-8963,5/3/06,2/10/18,11/5/25,11/13/22,6 Badeau Plaza,Anchorage,Alaska,3/22/87,,S,,,,12/23/11,972-638-1174
Elena Rappa,404-46-4199,8,CMS,,OP1CF333,38161,Keven McGraw,Human Resources Assistant I,7/20/17,-3D131,,,SCOO,9/2/11,4/20/14,901-397-4024,8/28/15,4/29/18,9/1/21,11/22/23,83437 Northport Point,Memphis,Tennessee,3/27/76,,S,,,,9/28/16,260-657-8146
Gerald Cade,651-57-3495,2,MSG,,OP1CFS14,11215,Byrann Gillimgham,Engineer II,12/6/17,-3S071,,,DOA-F,10/24/15,9/12/18,718-580-9659,7/21/02,9/11/18,7/23/19,5/14/25,5 Village Green Junction,Brooklyn,New York,5/7/61,,M,11/24/19,,,4/5/11,717-177-1908
Kynthia Kubes,732-76-7624,12,MSG,,OP1CF333,33610,Maximo Armatys,Office Assistant II,3/31/17,-1N471B,,,CCE,7/8/14,3/2/14,813-693-3720,12/15/06,8/12/18,2/23/25,3/20/22,1305 Fairfield Street,Tampa,Florida,12/17/71,,M,,,,8/15/15,212-309-3502
Nicolis Jobern,504-72-2323,34,A1C,,OP1CF333,15235,Adan Yerbury,Tax Accountant,11/16/17,-3D152,,,SCOI,6/22/14,6/18/13,724-985-0279,4/22/14,5/18/18,2/8/20,8/30/20,671 Lukken Hill,Pittsburgh,Pennsylvania,3/10/88,,S,,,,11/8/15,213-610-1808
Carilyn Atcheson,285-50-8002,30,AMN,8/28/22,OP1CFR72,94291,Eran Hamblington,Project Manager,11/12/17,-1N051,,,DOO,5/8/15,11/21/16,916-786-8568,7/29/99,9/23/18,8/10/19,3/19/23,39483 Mcbride Plaza,Sacramento,California,3/17/91,,M,,,,2/17/11,305-295-1107
Janek Praill,166-85-6873,28,AMN,,OP1CFS14,55146,Frayda Coye,Human Resources Assistant II,1/5/17,-3D153,,,GSII,7/16/07,9/25/18,651-991-9054,9/20/03,7/13/18,2/2/25,8/31/24,6 Hoepker Hill,Saint Paul,Minnesota,2/3/54,,S,,,,10/21/08,217-695-9738
Casar Lenden,759-65-2020,14,CMS,,OP1CFS14,77040,Kermy Delahunty,Software Engineer IV,9/10/17,-2T25,,,SCOT,7/24/17,7/19/16,281-498-9584,4/25/99,10/18/18,8/17/24,3/18/24,4 Montana Trail,Houston,Texas,6/5/55,,S,,,,3/8/13,763-644-6246
Shena Elan,164-87-9269,19,A1C,,OP1CFNY2,87110,Robert McCaw,Software Test Engineer I,7/22/18,-3D153,,,SCOK,9/17/18,4/2/16,505-940-2086,2/12/09,9/29/18,10/7/20,7/22/21,9 Myrtle Pass,Albuquerque,New Mexico,8/20/86,,S,12/23/20,,,8/1/11,904-585-8981
Kevon Dyshart,724-96-2253,39,SMS,,OP1CFS14,20189,Mara Egleton,Assistant Media Planner,3/22/18,-3D152,,,ART,2/13/18,8/25/18,571-509-8557,7/15/01,12/1/17,12/29/21,7/26/20,19145 Buena Vista Way,Dulles,Virginia,8/23/75,,S,1/12/21,,,7/25/13,626-132-1317
Sarena Jay,746-51-2741,9,TSG,,OP1CFR72,20005,Theodore Van T'Hoog,General Manager,9/13/18,-3D072,,,SCXL,10/17/16,3/14/12,202-994-3255,4/23/13,3/22/18,6/16/22,7/28/23,70887 New Castle Parkway,Washington,District of Columbia,12/26/97,,M,11/6/20,,,9/14/16,559-211-7006
Giffy Giraths,491-27-9246,29,A1C,,OP1CF333,70160,Brandie Haworth,Senior Developer,9/22/16,-1N131A,,,IRDP,7/14/15,4/6/15,504-433-9820,4/2/11,9/7/18,2/2/22,4/1/24,20346 Kedzie Point,New Orleans,Louisiana,11/6/72,,S,,,,2/2/09,303-952-2320
Tammara Corrington,361-25-7265,13,A1C,8/14/21,OP1CFS14,11854,Filmer Fishlock,Safety Technician II,8/7/16,-3D152,,,CCC,9/23/07,9/15/17,516-395-4836,9/11/01,7/11/18,8/18/24,8/15/23,47059 Mandrake Circle,Hicksville,New York,11/21/72,,M,,,,12/17/13,571-267-6083
Kerrin Fairtlough,579-71-3338,24,SSG,11/24/22,OP1CFS14,28215,Lynnelle McQuirk,Structural Engineer,3/14/17,-1N131A,,,TSD,11/19/12,5/11/15,704-989-7015,9/20/05,7/21/18,4/25/24,11/20/21,62 Havey Plaza,Charlotte,North Carolina,8/14/62,,S,,,,6/18/17,850-518-8542
Nomi Lebarree,568-45-4200,8,MSG,,OP1CFR72,6127,Sibley Sainz,Quality Engineer,3/25/17,-1N131A,,,ART,1/17/06,10/21/16,860-346-4006,7/27/97,8/19/18,7/14/25,10/11/23,178 Dovetail Pass,West Hartford,Connecticut,9/8/94,,S,10/15/21,,,7/9/07,571-810-8270
Karita Abramchik,314-48-1409,25,CMS,2/24/19,OP1CFT2N,28299,Larisa Lenglet,Executive Secretary,4/26/16,-1N271A,,,SGPF,5/5/06,3/16/12,704-652-2890,4/24/97,3/20/18,6/19/20,10/13/22,4712 Butternut Avenue,Charlotte,North Carolina,4/20/92,,M,5/26/20,,,10/2/11,573-349-9155
Batholomew Danilovitch,165-76-2636,34,SMS,,OP1CFS14,92030,Aldon Myers,Quality Control Specialist,12/14/17,-1N271A,,,SGPF,2/19/13,9/25/14,760-428-0106,11/25/99,1/15/18,6/26/24,10/23/25,38062 Cordelia Alley,Escondido,California,3/25/86,,M,,,,7/16/06,817-621-6591
Israel Dewar,691-27-8365,24,SRA,5/9/20,OP1CFS14,32969,Humfrey Marthen,VP Accounting,1/18/17,-3D133,,,SLK,10/30/11,4/7/17,772-406-3595,9/21/04,8/26/18,9/14/22,3/22/24,82497 Eagan Road,Vero Beach,Florida,7/3/99,,S,8/17/21,,,5/16/11,317-792-4028
Olav Davidowich,415-50-2700,16,A1C,,OP1CF333,55146,Marne Passy,Biostatistician II,12/13/15,-3D153,,,ART,5/27/16,1/18/15,651-146-9950,3/31/09,12/9/17,1/27/23,1/3/21,3862 Truax Trail,Saint Paul,Minnesota,8/5/93,,M,,,,10/24/06,309-257-6727
Hillard Rouke,852-23-3149,33,AMN,7/23/20,OP1CFT2N,12227,Bea Shorto,Statistician IV,7/2/17,-1N131A,,,CCC,8/3/07,11/13/16,518-820-2637,10/26/15,12/3/17,8/16/22,8/18/25,182 Golf Course Way,Albany,New York,6/27/85,,M,,,,1/21/12,858-667-4065
Carmelle Audrey,170-36-5090,13,SSG,12/20/19,OP1CFNY2,95818,Bradley McCandie,Programmer Analyst III,2/25/18,-3D152,,,SCOO,2/20/17,6/17/18,916-294-6975,5/28/07,3/14/18,10/27/24,8/4/19,77218 6th Street,Sacramento,California,12/17/88,,M,1/25/20,,,1/24/11,612-587-6917
Garrard Drennan,139-97-1321,14,AMN,,OP1CFS14,93740,Alisun Padson,Sales Representative,11/15/16,-1N051,,,SCXP,1/14/07,4/13/18,559-414-2020,2/6/16,6/18/18,11/9/19,2/21/20,99009 Steensland Circle,Fresno,California,5/6/84,,S,6/19/21,,,6/14/09,260-536-7665
Clementina Andrick,415-55-7407,3,SSG,,OP1CFS14,95133,Bendite Deddum,Information Systems Manager,7/2/17,-1N271A,,,IRDP,1/23/09,7/29/17,408-804-3324,9/21/98,12/11/17,7/27/20,9/6/20,5526 Hooker Circle,San Jose,California,7/6/71,,M,10/14/20,,,3/6/15,202-748-7180
Antin Hackworthy,700-52-6889,3,SMS,,OP1CFT2N,8922,Pattin Stickels,Geologist IV,9/20/17,-3D152,,,SLK,3/14/12,9/14/17,732-167-5891,2/23/09,10/18/18,1/3/22,10/8/25,77310 Cascade Place,New Brunswick,New Jersey,10/5/60,,M,,,,12/17/12,202-217-5330
Clayborn Beedon,110-12-3755,14,SRA,,OP1CF333,35895,Teddie McPhaden,Health Coach II,4/24/18,-3D072,,,IMOC,10/21/08,2/9/12,256-270-4396,12/23/00,7/28/18,3/22/25,2/21/25,163 Haas Pass,Huntsville,Alabama,2/6/75,,M,7/22/21,,,7/6/15,321-491-5040
Urban Creffeild,235-31-3437,29,MSG,,OP1CFR72,80525,Marabel Bowditch,Account Representative II,4/25/17,-3D190,,,CCC,12/17/08,12/22/14,970-830-2435,4/9/15,1/4/18,5/21/23,2/6/22,6 Monterey Park,Fort Collins,Colorado,1/5/79,,S,,,,5/21/16,216-679-6267
Kelly Burriss,214-71-7246,3,A1C,,OP1CFR72,46896,Othella Vittori,Electrical Engineer,6/9/17,-1N271A,,,SCXP,2/19/07,6/15/12,260-612-6859,12/20/02,7/15/18,8/2/23,7/8/20,17 Hollow Ridge Pass,Fort Wayne,Indiana,6/27/71,,M,,,,4/14/07,813-290-5256
Ailina Grigoryov,539-67-0472,2,MSG,,OP1CFS14,37245,Arnold Pates,Human Resources Manager,2/14/17,-8H000,,,DOM,7/10/08,11/12/17,615-378-4916,8/12/02,1/18/18,12/26/20,9/21/23,122 School Circle,Nashville,Tennessee,7/10/95,,M,,,,4/10/11,718-651-9107
Angel Gillaspy,718-39-3641,11,CMS,2/14/21,OP1CF333,55188,Tiebout Quinion,Account Representative IV,11/23/17,-1N051,,,SCOT,2/5/17,11/20/12,651-729-3963,7/3/08,8/1/18,4/15/20,4/22/19,47 Sunfield Crossing,Saint Paul,Minnesota,4/3/95,,M,,,,4/9/13,312-539-4033
Bobby Towsey,222-69-8424,22,CMS,,OP1CFT2N,23324,Bailie Grimstead,Senior Cost Accountant,3/11/18,-3D133,,,SCOK,4/19/06,4/24/17,757-692-0682,6/10/14,9/26/18,7/13/25,1/7/23,3 Eggendart Pass,Chesapeake,Virginia,4/1/94,,S,1/31/21,,,4/19/10,412-583-3605
Saraann Pomfrey,536-20-2143,14,TSG,7/2/19,OP1CF333,45408,Darbie Breawood,Quality Control Specialist,4/6/16,-1N131A,,,SCXP,1/10/16,10/20/12,937-865-9088,7/6/12,11/3/18,4/10/25,6/13/22,235 Cottonwood Center,Dayton,Ohio,6/8/54,,S,1/25/21,,,12/30/15,916-206-4820
Hillery Daice,468-31-1340,37,SMS,,OP1CFNY2,81005,Victor Boscher,Help Desk Technician,9/18/17,-1N471B,,,SLK,6/9/08,8/27/16,719-132-7088,7/29/00,3/6/18,4/11/21,8/14/22,237 Memorial Plaza,Pueblo,Colorado,8/9/52,,S,2/21/20,,,1/3/08,718-433-0621
Olenka Toma,711-32-8910,33,AMN,,OP1CFT2N,30356,Alexis Beardsworth,Internal Auditor,5/20/18,-3D152,,,SCXL,12/24/15,1/26/12,404-300-3601,3/7/01,4/20/18,1/12/23,6/15/20,77 Clove Plaza,Atlanta,Georgia,5/19/77,,M,,,,3/22/14,718-771-9611
Corinna Masey,519-55-3085,1,SSG,,OP1CFS14,37220,Yancy Dorgan,Human Resources Assistant I,6/1/17,-1N371H,,,ART,10/16/11,9/26/16,615-658-8769,4/10/99,11/2/18,11/21/23,6/1/19,68824 Scofield Center,Nashville,Tennessee,8/13/74,,M,,,,1/2/06,719-494-4023
Conny O' Flaherty,863-75-2689,30,SSG,,OP1CFT2N,77025,Madelaine Andrewartha,Research Assistant I,9/15/18,-3D072,,,SCOT,10/15/13,8/2/14,832-599-8955,4/1/14,10/14/18,2/11/20,9/15/19,8 David Point,Houston,Texas,8/25/99,,S,,,,12/11/11,203-834-7996
Major Tome,553-01-8656,14,A1C,11/5/19,OP1CFT2N,90025,Bevvy Lovitt,Safety Technician III,12/3/17,-1N131A,,,DOM,1/25/10,9/4/13,213-320-2287,11/25/01,3/24/18,5/8/23,10/9/21,94 Anhalt Center,Los Angeles,California,10/20/61,,S,,,,11/14/08,806-186-8690
Galen Tapsfield,756-55-8632,12,SMS,11/17/19,OP1CFR72,44111,Marve Shadbolt,Senior Financial Analyst,6/22/18,-3D131,,,CCC,9/6/16,12/10/11,216-197-8609,8/2/03,11/9/18,10/30/22,4/3/20,96 Golf Court,Cleveland,Ohio,4/5/60,,S,,,,1/10/11,920-120-6748
Eugine Suff,467-97-3497,28,MSG,3/6/19,OP1CFR72,84115,Michel Elsie,Geologist IV,1/9/16,-1N471B,,,GS,9/11/16,1/6/14,801-972-6081,11/8/11,7/9/18,12/13/23,10/29/22,6533 Muir Trail,Salt Lake City,Utah,12/26/69,,S,,,,3/13/13,713-124-4259
Tuck Battams,399-22-8174,22,MSG,,OP1CFR72,77505,Lise Kennedy,Quality Engineer,8/31/18,-3D153,,,SLK,5/2/15,5/4/14,281-663-2672,9/10/05,6/7/18,9/23/23,7/2/23,950 Walton Street,Pasadena,Texas,4/19/51,,M,,,,4/24/18,914-937-1302
Dario Glenn,538-30-5709,37,MSG,,OP1CFNY2,23551,Adria Collick,Programmer Analyst IV,6/26/16,-1N051,,,TSD,8/8/16,10/17/16,757-662-5919,3/6/09,5/9/18,2/10/19,1/10/20,9436 Loftsgordon Crossing,Norfolk,Virginia,9/6/53,,M,,,,10/17/08,407-652-8001
Alexina Vost,540-32-6147,38,SMS,,OP1CF333,19109,Janot Berndtsson,Environmental Tech,7/28/16,-3D152,,,CSS,3/26/17,10/4/14,610-306-1102,9/21/13,3/25/18,10/6/22,1/23/24,33 Raven Crossing,Philadelphia,Pennsylvania,11/12/70,,M,,,,2/21/09,518-205-5939
Dael Feben,250-90-9199,35,SMS,1/11/20,OP1CFNY2,10203,Emili Dominique,Administrative Assistant III,7/1/18,-3A151,,,IMOC,11/27/12,2/3/15,212-211-7250,6/2/12,7/23/18,4/22/19,8/28/24,9515 American Ash Plaza,New York City,New York,11/18/84,,S,,,,5/22/13,402-291-5050
